791.547	0.07687
791.802	0.07651
792.056	0.077
792.311	0.07681
792.565	0.07694
792.82	0.07567
793.074	0.07669
793.328	0.07635
793.583	0.07618
793.837	0.07754
794.091	0.07742
794.345	0.07623
794.599	0.07716
794.854	0.07614
795.108	0.07734
795.362	0.07687
795.616	0.07809
795.87	0.07773
796.124	0.07851
796.378	0.07799
796.631	0.07851
796.885	0.07936
797.139	0.07957
797.393	0.08005
797.647	0.0803
797.9	0.07978
798.154	0.08135
798.407	0.08086
798.661	0.08237
798.915	0.08255
799.168	0.08208
799.422	0.08457
799.675	0.08444
