#	
#uaSpec'16.3. LC Alex. AlT. SN#0015	
#2016-07-01/17:55:38.828	
207.751	0.16301
208.074	0.07755
208.398	0.26303
208.721	0.14675
209.044	0.12837
209.367	0.01408
209.69	0.19867
210.014	0.11491
210.337	0.2351
210.66	0.03775
210.983	-0.11551
211.306	0.14015
211.629	0.10877
211.952	0.14629
212.275	0.13434
212.597	-0.0527
212.92	0.09678
213.243	-0.01111
213.566	0.32482
213.889	-0.02196
214.211	0.15602
214.534	0.05828
214.857	-0.03046
215.179	0.1376
215.502	0.20152
215.824	0.21604
216.147	0.05454
216.469	-0.07536
216.792	0.1562
217.114	0.12794
217.437	0.04136
217.759	0.13888
218.081	-0.00179
218.404	0.00301
218.726	0.03541
219.048	0.52673
219.37	0.13222
219.693	-0.13155
220.015	0.07834
220.337	0.089
220.659	0.03701
220.981	-0.01905
221.303	0.43506
221.625	0.06471
221.947	0.36235
222.269	0.01625
222.59	0.01934
222.912	0.02343
223.234	-0.09575
223.556	0.16937
223.878	0.16537
224.199	0.1093
224.521	0.25606
224.843	0.27184
225.164	0.11565
225.486	0.19898
225.807	0.09191
226.129	0.05607
226.45	-0.02489
226.772	0.109
227.093	0.21494
227.415	0.08863
227.736	0.1559
228.057	0.13325
228.378	0.17686
228.7	0.07208
229.021	0.02094
229.342	0.11197
229.663	0.25865
229.984	0.28184
230.305	0.15612
230.627	0.22639
230.948	0.01265
231.269	0.18717
231.589	0.25018
231.91	0.14013
232.231	0.31899
232.552	0.02764
232.873	0.17007
233.194	0.21745
233.514	0.18349
233.835	0.34661
234.156	0.13657
234.477	0.0314
234.797	0.175
235.118	0.19558
235.438	0.20756
235.759	0.34712
236.079	0.02539
236.4	0.00684
236.72	0.0669
237.041	0.18811
237.361	0.11655
237.681	0.17001
238.002	0.00322
238.322	0.34861
238.642	0.20713
238.962	0.09437
239.282	0.38475
239.603	0.1028
239.923	0.1443
240.243	0.37136
240.563	0.10097
240.883	0.13675
241.203	0.21387
241.523	0.24674
241.843	0.16317
242.163	0.19456
242.482	0.35648
242.802	0.18614
243.122	0.1876
243.442	0.19248
243.761	0.17146
244.081	0.06096
244.401	0.20079
244.72	0.17675
245.04	0.07203
245.359	0.04048
245.679	0.20006
245.998	0.19889
246.318	-0.02228
246.637	0.0693
246.957	0.28063
247.276	0.18509
247.595	0.15701
247.915	0.23459
248.234	0.24063
248.553	0.04702
248.872	0.18626
249.192	0.14727
249.511	0.27354
249.83	0.1186
250.149	0.2501
250.468	0.14597
250.787	0.27232
251.106	0.31074
251.425	0.15886
251.744	0.14034
252.062	0.23878
252.381	0.15835
252.7	0.37413
253.019	0.19528
253.338	0.30193
253.656	0.1809
253.975	0.05193
254.294	0.4233
254.612	0.00522
254.931	0.28051
255.249	0.25201
255.568	0.01784
255.886	0.22646
256.205	0.1628
256.523	0.34024
256.841	0.19102
257.16	0.18649
257.478	0.04463
257.796	0.31645
258.115	0.00814
258.433	0.114
258.751	0.37365
259.069	0.12771
259.387	0.32716
259.705	0.09791
260.023	0.14609
260.341	0.39861
260.659	0.27573
260.977	0.11282
261.295	0.3389
261.613	0.0767
261.931	0.1959
262.249	0.14803
262.567	0.17051
262.884	-0.02542
263.202	0.32494
263.52	0.23528
263.837	0.17341
264.155	0.15253
264.473	0.2112
264.79	0.13644
265.108	0.20506
265.425	0.06698
265.743	0.31989
266.06	0.14098
266.378	0.01901
266.695	0.30403
267.012	0.1882
267.329	0.222
267.647	0.29229
267.964	0.22841
268.281	0.10868
268.598	0.06045
268.915	0.22396
269.233	0.17157
269.55	0.14417
269.867	0.07796
270.184	0.19455
270.501	0.21615
270.818	0.24519
271.135	0.36711
271.451	0.18007
271.768	0.03026
272.085	0.20384
272.402	0.38197
272.719	0.13683
273.035	0.12779
273.352	0.21839
273.669	0.23813
273.985	0.02085
274.302	0.29723
274.618	0.29233
274.935	0.18003
275.251	0.12461
275.568	0.05928
275.884	0.29249
276.201	0.20904
276.517	0.19277
276.833	0.27782
277.149	0.11048
277.466	0.16576
277.782	0.24276
278.098	0.32633
278.414	0.26422
278.73	0.0429
279.047	0.15108
279.363	0.1122
279.679	0.39724
279.995	0.12985
280.311	0.23099
280.626	0.18082
280.942	0.22336
281.258	0.20466
281.574	0.18567
281.89	0.43499
282.206	0.18192
282.521	0.19006
282.837	0.36489
283.153	0.17706
283.468	0.16499
283.784	0.33629
284.099	0.16568
284.415	0.21118
284.731	0.29859
285.046	0.16449
285.361	0.2269
285.677	0.23003
285.992	0.26613
286.308	0.16084
286.623	0.06928
286.938	0.34704
287.253	0.20325
287.569	0.30786
287.884	0.24061
288.199	0.12548
288.514	0.07945
288.829	0.17824
289.144	0.23782
289.459	0.2398
289.774	0.20031
290.089	0.30189
290.404	0.29068
290.719	0.31804
291.034	0.10573
291.349	0.11935
291.663	0.37393
291.978	0.21034
292.293	0.41764
292.607	0.23523
292.922	0.13807
293.237	0.22273
293.551	0.27636
293.866	0.19847
294.18	0.15871
294.495	0.28808
294.809	0.17187
295.124	0.35886
295.438	0.23809
295.753	0.17556
296.067	0.17386
296.381	0.19736
296.695	0.23237
297.01	0.03632
